,0,1
0,14373.0,-74018.05041690823
1,18861.0,1489.4411125814077
2,13220.0,-103162.74411469907
3,16239.0,116553.19003820443
4,18501.0,82114.94677890721
5,19391.0,-77631.99694969621
6,17297.0,142749.16711036395
7,12370.0,1819907.18200849
8,15148.0,-58566.40464474191
9,10821.0,76923.50097152265
10,12357.0,99643.30501433788
11,12462.0,152630.44784452626
12,16387.0,-31229.413300080923
13,19335.0,132723.18116633175
14,15265.0,47769.61370791844
15,16481.0,6958548.438638893
16,13632.0,74192.21356514795
17,17081.0,708131.3666974637
18,11399.0,96913.63717732253
19,15562.0,13736.317408505362
20,12719.0,2233554.4746497055
21,18039.0,150458.71949915937
22,17101.0,202077.70995853865
23,16419.0,160868.9293917385
24,11012.0,-41138.662473067176
25,13662.0,2690.902000783477
26,18605.0,5059617.686288593
27,13401.0,10493715.629013702
28,11873.0,289483.4472443168
29,13063.0,-58552.866746751824
30,11365.0,839.8835487384349
31,15557.0,92521.59529264714
32,13626.0,32329236.337449238
33,13406.0,120923.25063327001
34,16418.0,-1861.9164464236237
35,16055.0,33357.26191541762
36,16498.0,183851.05071803275
37,10035.0,142440.4394607267
38,18632.0,40200.42570406012
39,12461.0,-38967.65549466945
40,12748.0,478600.36459482554
41,14556.0,51995.787380357506
42,18702.0,19482.445055839373
43,15575.0,70139.37200832437
44,12796.0,104104.22415610962
45,16395.0,49877.8542378773
46,15148.0,33332.77494674525
47,12805.0,129015.34549030918
48,19828.0,-7235.704312784132
49,14714.0,11382850.268812254
50,13616.0,14336.854199867463
51,15560.0,2649084.392958446
52,18217.0,72215.8422629647
53,17639.0,157660.3998205699
54,13839.0,25798.775642491644
55,10248.0,158622.1047713312
56,10062.0,189511.16169408965
57,16367.0,107415.2950542646
58,17964.0,94561.57474014675
59,17783.0,17927.028402846307
60,13823.0,108304.9756653714
61,12851.0,77076.26571744448
62,12792.0,-19575.222698754864
63,11119.0,2790840.480458582
64,15978.0,-14529.101081904257
65,16327.0,44997.551551545504
66,15971.0,141017.93005986838
67,11397.0,-23691.26798891439
68,10747.0,-76937.73056382174
69,18101.0,157792.4128391943
70,14919.0,373464.3940098579
71,17935.0,59691.67960760929
72,19725.0,-104409.88595412252
73,17075.0,798000.2686127531
74,12014.0,1193346.4311879654
75,16858.0,-35302.91194068547
76,14352.0,91283.18946230644
77,16030.0,23488.8354940142
78,11629.0,130861.91789878719
79,15673.0,23367.357647039462
80,10348.0,6431920.761978859
81,13999.0,27416.191615907475
82,11749.0,33929.05976586882
83,15561.0,161341.73141560168
84,11768.0,52482.83703035768
85,15879.0,-108448.34013171145
86,14917.0,277331.57033536746
87,11141.0,27785.330191789893
88,14052.0,159324.61026655207
89,10185.0,6219899.608648115
90,13561.0,267278.36915016617
91,18049.0,-87861.5595912314
92,15283.0,148094.22532516113
93,18599.0,68409.41702653281
94,14880.0,90890.52625632659
95,14362.0,1206399.1064795956
96,17505.0,20971.70325846388
97,18625.0,20231.205107233254
98,16637.0,137320.7900147864
99,11287.0,-37198.03572443267
100,10136.0,100290.14146280219
101,14091.0,3181271.829012356
102,10411.0,180133.72122809896
103,18697.0,25093.131868980825
104,11169.0,143024.7984114259
105,12560.0,14905857.08665474
106,16081.0,120521.78807270317
107,19832.0,529162.5647516462
108,14133.0,40132.577289574314
109,15684.0,146859.96774490783
110,12695.0,4072148.9426362775
111,11622.0,147440.63855674467
112,16640.0,14120.534613488475
113,10496.0,136373.37842381024
114,18756.0,-88850.53261375916
115,17172.0,103232.1453408883
116,17085.0,1979598.667569156
117,11023.0,158983.96860959358
118,10207.0,7041849.07835814
119,10332.0,54569.18557178555
120,14841.0,-6457.481864560628
121,18901.0,75551.60127918469
122,15792.0,9012.943527658936
123,11058.0,17746849.773577806
124,17060.0,105935.41077635763
125,12496.0,34286.83472292777
126,13575.0,287040.35002142075
127,18024.0,1302432.8379121681
128,15916.0,-26781.94773815316
129,18690.0,16476.15062530199
130,14846.0,3451963.6755189104
131,17632.0,415718.8779881452
132,13362.0,114909.25777257187
133,12367.0,9841.25206154515
134,16954.0,80511.42108062259
135,13423.0,421371.9502322739
136,17290.0,69844.91878317669
137,18366.0,94903.36368184909
138,14087.0,11327692.72791886
139,11220.0,78578.21441043052
140,14026.0,96232.30109402491
141,10841.0,1525729.4631266268
142,12528.0,78952.90527584637
143,15160.0,-11752.724879254587
144,19092.0,29298170.900658347
145,14726.0,-2170.078731873771
146,18698.0,153582.12072186824
147,14857.0,146494.750066631
148,15077.0,7896.464897345984
149,15674.0,1932315.3475115537
150,15011.0,124931.50220719469
151,11314.0,43571.124624456745
152,17566.0,-17211.537260668585
153,15485.0,3211029.0945730917
154,14497.0,261031.2159306151
155,10408.0,52734.85513850371
156,17171.0,18533.41428298992
157,14286.0,81658.73764742143
158,12118.0,-2785.711299261311
159,16796.0,-11027.128021515207
160,16391.0,62447.112669951515
161,18732.0,38913.76297985017
162,15143.0,155582.9618902516
163,10907.0,409773.0185870535
164,12720.0,19211.60014178953
165,15876.0,48880.1441565752
166,16333.0,116701.25320573896
167,11496.0,3861.956077158684
168,18378.0,-75740.01861075265
169,14409.0,-89834.24584708177
170,18345.0,2587639.1745383805
171,10649.0,837175.4854640324
172,12048.0,248937.25764967222
173,19995.0,243172.3201426894
174,15194.0,1646913.324617152
175,17923.0,85998.90157507733
176,12933.0,54863.6250042303
177,10000.0,278459.1977197798
178,17426.0,3859753.768187458
179,16070.0,-52109.49393346254
180,13510.0,23382530.8948808
181,14748.0,-76733.70293035451
182,13669.0,125707.30974291055
183,18151.0,134355.77687072847
184,12525.0,548420.5579458887
185,18374.0,25177.62349837669
186,15859.0,1709103.2065544308
187,11170.0,459772.3608942828
188,14397.0,140399.8242870979
189,10427.0,70845.10812122701
190,11139.0,114457.6044480044
191,15006.0,98070.69252523151
192,18326.0,-69970.13185103051
193,12259.0,68956.80237046722
194,17577.0,38227.046963829314
195,19476.0,-59089.87577665853
196,14516.0,25838.913936900208
197,10259.0,52517.414450712735
198,12974.0,64757739.87874683
199,19287.0,770891.6343674738
200,15225.0,117701.25155647122
201,16725.0,-93363.43624891923
202,17870.0,149295.36181856808
203,13990.0,-70722.43015065463
204,16293.0,19268.867222733097
205,10808.0,96486.18724148604
206,15174.0,3579695.2968452848
207,19255.0,872701.1421288623
208,12741.0,40400.984998371685
209,12175.0,-26060.779196986696
210,16688.0,29810.49356278195
211,12214.0,592812.2357600238
212,15199.0,-60203.636158835376
213,11864.0,72088.40430785483
214,15207.0,367555.693435407
215,12826.0,100716.62577285036
216,16324.0,275503.7003850206
217,17595.0,51195344.153485276
218,12461.0,160205.10356092104
219,18776.0,34471.104455775814
220,16528.0,128094.35901812906
221,16260.0,14309.244076515082
222,15053.0,122068.8512083604
223,19601.0,99068.02622564696
224,11178.0,133852.6868142453
225,18889.0,518073.3360206408
226,15689.0,-22225.46771913278
227,11253.0,2897812.590152137
228,10647.0,-19292.661046716385
229,11854.0,1340713.041030311
230,16583.0,143567.49186581234
231,11709.0,115316.93170359777
232,19184.0,82722.52747053094
233,12746.0,70493.72837095149
234,11810.0,130007.58400210436
235,18627.0,145614.12809358863
236,14690.0,-38051.88266540039
237,18474.0,2948230.4094239334
238,19517.0,216759.72719667596
239,18370.0,61861.45661171549
240,13458.0,75975.88616336253
241,18698.0,96709.84822376142
242,12291.0,1365897.7682633228
243,17214.0,132285.98886049353
244,12406.0,698537.5329494863
245,19714.0,24844.334890263388
246,10474.0,53655.613839871716
247,18575.0,73528.82788749505
248,17210.0,130553.28876041574
249,19004.0,742557.0898043468
250,19576.0,44423.680555474944
251,19344.0,30130.369325800333
252,15246.0,140484.90845134878
253,14403.0,146054.929023745
254,15056.0,142971.14696843456
255,16800.0,71113.14700573473
256,16827.0,8569151.700749999
257,16480.0,159283.68253085925
258,13161.0,31356.713402688736
259,19825.0,120381.06289119134
260,14194.0,354113.2261979771
261,15621.0,127095.48092976771
262,18296.0,155359.54871528572
263,19583.0,12317.580575011438
264,11221.0,34801.91410646844
265,12697.0,31703.656570419203
266,15104.0,164166.48617873923
267,11027.0,73572.98282958893
268,17797.0,84735.11595886736
269,12777.0,19973.65308783413
270,13810.0,141387.3599467841
271,17253.0,118809.30850334303
272,14720.0,471177.33865669044
273,10170.0,-82994.80133405747
274,16766.0,-5922.27337962226
275,10829.0,-50093.304423597874
276,11305.0,82237.10967370681
277,12952.0,122380.83121434879
278,19777.0,117567.81106289173
279,16144.0,58540.45638322993
280,18907.0,231291.08575702924
281,17825.0,98161.58536377107
282,19247.0,-17535.61559565179
283,19905.0,135734.70606702543
284,17106.0,73969.40128237405
285,18986.0,76203.12053638324
286,15073.0,115953.21899093688
287,16138.0,32061.46508852858
288,13755.0,152810.12637177785
289,16291.0,107151.03555611684
290,11360.0,455978.13447594433
291,14222.0,48949.13465767121
292,11806.0,102673.68199394317
293,13474.0,1656.9619352892041
294,19774.0,241849.28835693328
295,15870.0,119617.02101411438
296,11220.0,319511.0824027038
297,11981.0,411355.8744086223
298,12396.0,1485706.9869462305
299,10708.0,-17397.0230063817
300,10161.0,-95663.77733993577
301,15627.0,103267.76622995711
302,19695.0,50759.90629430022
303,10917.0,30466.25976768369
304,11223.0,87022.73252837523
305,12032.0,78132.2193624021
306,16583.0,3344322.9236221984
307,10754.0,70152.64956985856
308,15032.0,622444.3215765397
309,13025.0,101026.00140169682
310,17928.0,12886.095920396969
311,17393.0,-56532.86406887043
312,14839.0,2533925.7659958582
313,11136.0,76110.68064394104
314,11016.0,62965.70848440123
315,19223.0,689698.9369952139
316,16760.0,58226.995175983524
317,14649.0,213006.01904594759
318,19476.0,265014.4824872792
319,16249.0,-85781.70021956088
320,18353.0,69419.22746636649
321,17799.0,2900491.946373241
322,18447.0,78743.07761026244
323,10053.0,-3646.0682386218105
324,10479.0,3193594.8601452396
325,17309.0,52044.18510760972
326,16378.0,77341.11822416168
327,16388.0,227870.10511957319
328,15607.0,128358.35826651123
329,15299.0,110085.11302720755
330,17883.0,-5628.000801524147
331,11017.0,78642.27703880914
332,15881.0,104495.0466964771
333,16342.0,732303.3257027247
334,12282.0,138596.761428816
335,17206.0,77522.68192905537
336,13074.0,424764.03779188986
337,12775.0,145658.1840835996
338,17998.0,6945982.272170314
339,19108.0,130073.69997471105
340,13904.0,12731.875826315721
341,18118.0,642506.1905508768
342,13572.0,392521.9580795993
343,10559.0,69090.36564895092
344,10664.0,10484038.19348644
345,17799.0,23381.64942430891
346,13053.0,147996.12592116813
347,16502.0,48904.836207018234
348,14923.0,90340.36417492991
349,18668.0,557791.640688072
350,17414.0,132311.51437898306
351,18686.0,101676.09785572882
352,17901.0,69492.51310192118
353,14460.0,66132239.45469522
354,11028.0,33979.24061914184
355,14357.0,6782.710900471779
356,14061.0,143956.3976697924
357,11327.0,146563.59146270272
358,10296.0,56157.87095044297
359,14068.0,31280.80214748718
360,18731.0,130160.11164274206
361,15257.0,-82927.2235493469
362,18979.0,46685.82042218163
363,15315.0,-85639.450755812
364,15222.0,108351.43363966094
365,11545.0,153033.74106885307
366,14314.0,276511.20609246753
367,18194.0,107369.2329004507
368,10665.0,8382.336182952626
369,13877.0,132124.345955926
370,11082.0,440005.91748223105
371,15825.0,119113.23675502231
372,19476.0,420943.30152709084
373,12713.0,138226.1635239427
374,18931.0,-78411.8079520741
375,15865.0,107095.94818673306
376,16120.0,1115161.7028564508
377,16421.0,109026.40063478402
378,10884.0,-41402.426715917885
379,14671.0,2509836.961161494
380,19311.0,157546.53510538302
381,11956.0,-9746.32203296409
382,15815.0,22732.73998933425
383,14136.0,-26601.23177807941
384,14122.0,63246.47185390047
385,10671.0,5035123.9715895215
386,14408.0,109599.19370546727
387,10244.0,150103.36223219102
388,14780.0,-51146.49622565857
389,17898.0,108262.29904914927
390,15223.0,-35517.11016490939
391,18222.0,71695.66415287252
392,18539.0,141749.99078885233
393,16728.0,723967.3756512376
394,11261.0,-7517.786878741346
395,13018.0,61351.3478127385
396,11875.0,11143971.489970116
397,12289.0,68526.58514061943
398,18437.0,65381.82593746809
399,19921.0,60710.58399791969
400,16749.0,150457.8162623807
401,16410.0,-63200.995431320276
402,17949.0,529332.1518294453
403,11024.0,35976.55775535456
404,11446.0,6852830.782153767
405,15440.0,151057.72360035707
406,14735.0,299230.54411211424
407,16097.0,58415.97598957969
408,16269.0,90377.2052185908
409,14067.0,17255.0687256041
410,17908.0,111702.01299526286
411,14099.0,23044766.463296905
412,18149.0,59178.917746988125
413,14736.0,18496.061550425133
414,19106.0,24575258.82171434
415,16445.0,11998.95134321507
416,19399.0,6856.47733770567
417,19268.0,-42024.28286721022
418,19599.0,45494635.474701725
419,16298.0,440580.34347589896
420,15656.0,157125.94231813098
421,18480.0,-1512.5660200316925
422,19778.0,76026.26509503904
423,13492.0,149219.24571094476
424,10393.0,71948.30953106284
425,10795.0,35015.68521631765
426,17518.0,53437.795669157524
427,13244.0,708870.599084704
428,16077.0,96980.76415297808
429,15414.0,187053.1524469771
430,17618.0,112951.55770828528
431,17007.0,109648.96310612839
432,14295.0,15413387.196842914
433,17556.0,161173.001695622
434,14315.0,22053.628971033497
435,14955.0,150595.75838265033
436,16980.0,45877.021434004884
437,17015.0,-14233.929791241651
438,14327.0,13805517.93326471
439,16330.0,157231.0632460867
440,16531.0,515355.8960205994
441,10367.0,817382.4279138251
442,19023.0,23365.132730541052
443,14857.0,134272.26578560122
